Cases_Black_race,Cases_Other_race,Cases_Unknown_race,Cases_White_race,Deaths_Black_race,Deaths_Other_race,Deaths_Unknown_race,Deaths_White_race,LDHH,Parish,Scrape Time
117,46,10,53,,,,,7,Claiborne,2020-08-07 20:04:52.568355
115,40,72,56,,,,,6,Concordia,2020-08-07 20:04:52.568355
391,72,41,160,,,,,7,De Soto,2020-08-07 20:04:52.568355
5121,1281,1732,3096,189,9,1,133,2,East Baton Rouge,2020-08-07 20:04:52.568355
269,80,89,69,,,,,8,East Carroll,2020-08-07 20:04:52.568355
226,108,44,131,17,0,0,18,2,East Feliciana,2020-08-07 20:04:52.568355
217,187,118,212,,,,,4,Evangeline,2020-08-07 20:04:52.568355
289,68,253,233,,,,,8,Franklin,2020-08-07 20:04:52.568355
53,63,36,124,,,,,6,Grant,2020-08-07 20:04:52.568355
853,304,309,764,22,0,3,44,4,Iberia,2020-08-07 20:04:52.568355
596,91,108,345,33,1,0,13,2,Iberville,2020-08-07 20:04:52.568355
68,202,40,51,,,,,8,Jackson,2020-08-07 20:04:52.568355
4193,2424,1924,5998,245,18,2,253,1,Jefferson,2020-08-07 20:04:52.568355
243,150,133,450,,,,,5,Jefferson Davis,2020-08-07 20:04:52.568355
27,92,48,77,,,,,6,La Salle,2020-08-07 20:04:52.568355
2207,1026,840,2329,36,1,3,49,4,Lafayette,2020-08-07 20:04:52.568355
624,521,232,1258,26,0,0,70,3,Lafourche,2020-08-07 20:04:52.568355
276,221,90,137,,,,,8,Lincoln,2020-08-07 20:04:52.568355
401,401,296,1610,8,0,0,41,9,Livingston,2020-08-07 20:04:52.568355
300,65,107,99,,,,,8,Madison,2020-08-07 20:04:52.568355
261,55,60,69,,,,,8,Morehouse,2020-08-07 20:04:52.568355
294,66,98,241,,,,,7,Natchitoches,2020-08-07 20:04:52.568355
6120,981,1217,2092,419,11,0,130,1,Orleans,2020-08-07 20:04:52.568355
2070,963,631,845,58,0,1,48,8,Ouachita,2020-08-07 20:04:52.568355
5,24,46,5,,,,,,Parish Under Investigation,2020-08-07 20:04:52.568355
117,32,67,209,,,,,1,Plaquemines,2020-08-07 20:04:52.568355
330,113,81,235,14,0,0,18,2,Pointe Coupee,2020-08-07 20:04:52.568355
1306,439,432,855,60,2,0,49,6,Rapides,2020-08-07 20:04:52.568355
129,12,13,39,,,,,7,Red River,2020-08-07 20:04:52.568355
238,83,77,143,,,,,8,Richland,2020-08-07 20:04:52.568355
75,287,27,153,,,,,7,Sabine,2020-08-07 20:04:52.568355
333,114,86,516,,,,,1,St. Bernard,2020-08-07 20:04:52.568355
542,70,108,662,22,0,0,28,3,St. Charles,2020-08-07 20:04:52.568355
155,27,32,47,,,,,9,St. Helena,2020-08-07 20:04:52.568355
359,30,62,192,24,0,0,8,3,St. James,2020-08-07 20:04:52.568355
876,67,108,312,50,0,0,39,3,St. John the Baptist,2020-08-07 20:04:52.568355
940,305,241,723,25,0,0,56,4,St. Landry,2020-08-07 20:04:52.568355
579,333,81,570,15,0,1,27,4,St. Martin,2020-08-07 20:04:52.568355
607,197,244,402,28,1,0,22,3,St. Mary,2020-08-07 20:04:52.568355
829,340,356,3272,29,1,0,177,9,St. Tammany,2020-08-07 20:04:52.568355
1097,380,218,1444,23,0,0,46,9,Tangipahoa,2020-08-07 20:04:52.568355
42,4,10,10,,,,,8,Tensas,2020-08-07 20:04:52.568355
872,294,261,1327,29,4,0,47,3,Terrebonne,2020-08-07 20:04:52.568355
295,105,60,161,12,0,1,20,8,Union,2020-08-07 20:04:52.568355
373,239,190,587,,,,,4,Vermilion,2020-08-07 20:04:52.568355
100,128,203,283,,,,,6,Vernon,2020-08-07 20:04:52.568355
389,217,124,469,25,0,0,33,9,Washington,2020-08-07 20:04:52.568355
320,197,56,244,,,,,7,Webster,2020-08-07 20:04:52.568355
308,59,75,225,23,0,0,13,2,West Baton Rouge,2020-08-07 20:04:52.568355
82,46,55,73,,,,,8,West Carroll,2020-08-07 20:04:52.568355
178,41,28,96,,,,,2,West Feliciana,2020-08-07 20:04:52.568355
105,100,117,80,,,,,6,Winn,2020-08-07 20:04:52.568355
634,581,379,816,13,1,2,61,4,Acadia,2020-08-08 20:02:21.269639
255,265,275,368,5,3,0,18,5,Allen,2020-08-08 20:02:21.269639
961,290,270,1122,40,0,0,31,2,Ascension,2020-08-08 20:02:21.269639
342,22,40,165,,,,,3,Assumption,2020-08-08 20:02:21.269639
337,140,128,353,15,,,14,6,Avoyelles,2020-08-08 20:02:21.269639
100,109,234,341,,,,,5,Beauregard,2020-08-08 20:02:21.269639
146,108,30,69,14,0,0,16,7,Bienville,2020-08-08 20:02:21.269639
812,221,169,948,28,1,0,44,7,Bossier,2020-08-08 20:02:21.269639
3715,541,577,1425,192,1,1,91,7,Caddo,2020-08-08 20:02:21.269639
1992,763,977,2736,42,1,1,83,5,Calcasieu,2020-08-08 20:02:21.269639
33,53,48,67,,,,,8,Caldwell,2020-08-08 20:02:21.269639
21,30,31,114,,,,,5,Cameron,2020-08-08 20:02:21.269639
48,47,115,57,,,,,6,Catahoula,2020-08-08 20:02:21.269639
117,46,10,53,,,,,7,Claiborne,2020-08-08 20:02:21.269639
115,40,72,56,,,,,6,Concordia,2020-08-08 20:02:21.269639
391,72,41,160,,,,,7,De Soto,2020-08-08 20:02:21.269639
5121,1281,1732,3096,189,9,1,133,2,East Baton Rouge,2020-08-08 20:02:21.269639
269,80,89,69,,,,,8,East Carroll,2020-08-08 20:02:21.269639
226,108,44,131,17,0,0,18,2,East Feliciana,2020-08-08 20:02:21.269639
217,187,118,212,,,,,4,Evangeline,2020-08-08 20:02:21.269639
289,68,253,233,,,,,8,Franklin,2020-08-08 20:02:21.269639
53,63,36,124,,,,,6,Grant,2020-08-08 20:02:21.269639
853,304,309,764,22,0,3,44,4,Iberia,2020-08-08 20:02:21.269639
596,91,108,345,33,1,0,13,2,Iberville,2020-08-08 20:02:21.269639
68,202,40,51,,,,,8,Jackson,2020-08-08 20:02:21.269639
4193,2424,1924,5998,245,18,2,253,1,Jefferson,2020-08-08 20:02:21.269639
243,150,133,450,,,,,5,Jefferson Davis,2020-08-08 20:02:21.269639
27,92,48,77,,,,,6,La Salle,2020-08-08 20:02:21.269639
2207,1026,840,2329,36,1,3,49,4,Lafayette,2020-08-08 20:02:21.269639
624,521,232,1258,26,0,0,70,3,Lafourche,2020-08-08 20:02:21.269639
276,221,90,137,,,,,8,Lincoln,2020-08-08 20:02:21.269639
401,401,296,1610,8,0,0,41,9,Livingston,2020-08-08 20:02:21.269639
300,65,107,99,,,,,8,Madison,2020-08-08 20:02:21.269639
261,55,60,69,,,,,8,Morehouse,2020-08-08 20:02:21.269639
294,66,98,241,,,,,7,Natchitoches,2020-08-08 20:02:21.269639
6120,981,1217,2092,419,11,0,130,1,Orleans,2020-08-08 20:02:21.269639
2070,963,631,845,58,0,1,48,8,Ouachita,2020-08-08 20:02:21.269639
5,24,46,5,,,,,,Parish Under Investigation,2020-08-08 20:02:21.269639
117,32,67,209,,,,,1,Plaquemines,2020-08-08 20:02:21.269639
330,113,81,235,14,0,0,18,2,Pointe Coupee,2020-08-08 20:02:21.269639
1306,439,432,855,60,2,0,49,6,Rapides,2020-08-08 20:02:21.269639
129,12,13,39,,,,,7,Red River,2020-08-08 20:02:21.269639
238,83,77,143,,,,,8,Richland,2020-08-08 20:02:21.269639
75,287,27,153,,,,,7,Sabine,2020-08-08 20:02:21.269639
333,114,86,516,,,,,1,St. Bernard,2020-08-08 20:02:21.269639
542,70,108,662,22,0,0,28,3,St. Charles,2020-08-08 20:02:21.269639
155,27,32,47,,,,,9,St. Helena,2020-08-08 20:02:21.269639
359,30,62,192,24,0,0,8,3,St. James,2020-08-08 20:02:21.269639
876,67,108,312,50,0,0,39,3,St. John the Baptist,2020-08-08 20:02:21.269639
940,305,241,723,25,0,0,56,4,St. Landry,2020-08-08 20:02:21.269639
579,333,81,570,15,0,1,27,4,St. Martin,2020-08-08 20:02:21.269639
607,197,244,402,28,1,0,22,3,St. Mary,2020-08-08 20:02:21.269639
829,340,356,3272,29,1,0,177,9,St. Tammany,2020-08-08 20:02:21.269639
1097,380,218,1444,23,0,0,46,9,Tangipahoa,2020-08-08 20:02:21.269639
42,4,10,10,,,,,8,Tensas,2020-08-08 20:02:21.269639
872,294,261,1327,29,4,0,47,3,Terrebonne,2020-08-08 20:02:21.269639
295,105,60,161,12,0,1,20,8,Union,2020-08-08 20:02:21.269639
373,239,190,587,,,,,4,Vermilion,2020-08-08 20:02:21.269639
100,128,203,283,,,,,6,Vernon,2020-08-08 20:02:21.269639
389,217,124,469,25,0,0,33,9,Washington,2020-08-08 20:02:21.269639
320,197,56,244,,,,,7,Webster,2020-08-08 20:02:21.269639
308,59,75,225,23,0,0,13,2,West Baton Rouge,2020-08-08 20:02:21.269639
82,46,55,73,,,,,8,West Carroll,2020-08-08 20:02:21.269639
178,41,28,96,,,,,2,West Feliciana,2020-08-08 20:02:21.269639
105,100,117,80,,,,,6,Winn,2020-08-08 20:02:21.269639
634,581,379,816,13,1,2,61,4,Acadia,2020-08-09 20:07:44.048846
255,265,275,368,5,3,0,18,5,Allen,2020-08-09 20:07:44.048846
961,290,270,1122,40,0,0,31,2,Ascension,2020-08-09 20:07:44.048846
342,22,40,165,,,,,3,Assumption,2020-08-09 20:07:44.048846
337,140,128,353,15,,,14,6,Avoyelles,2020-08-09 20:07:44.048846
100,109,234,341,,,,,5,Beauregard,2020-08-09 20:07:44.048846
146,108,30,69,14,0,0,16,7,Bienville,2020-08-09 20:07:44.048846
812,221,169,948,28,1,0,44,7,Bossier,2020-08-09 20:07:44.048846
3715,541,577,1425,192,1,1,91,7,Caddo,2020-08-09 20:07:44.048846
1992,763,977,2736,42,1,1,83,5,Calcasieu,2020-08-09 20:07:44.048846
33,53,48,67,,,,,8,Caldwell,2020-08-09 20:07:44.048846
21,30,31,114,,,,,5,Cameron,2020-08-09 20:07:44.048846
48,47,115,57,,,,,6,Catahoula,2020-08-09 20:07:44.048846
117,46,10,53,,,,,7,Claiborne,2020-08-09 20:07:44.048846
115,40,72,56,,,,,6,Concordia,2020-08-09 20:07:44.048846
391,72,41,160,,,,,7,De Soto,2020-08-09 20:07:44.048846
5121,1281,1732,3096,189,9,1,133,2,East Baton Rouge,2020-08-09 20:07:44.048846
269,80,89,69,,,,,8,East Carroll,2020-08-09 20:07:44.048846
226,108,44,131,17,0,0,18,2,East Feliciana,2020-08-09 20:07:44.048846
217,187,118,212,,,,,4,Evangeline,2020-08-09 20:07:44.048846
289,68,253,233,,,,,8,Franklin,2020-08-09 20:07:44.048846
53,63,36,124,,,,,6,Grant,2020-08-09 20:07:44.048846
853,304,309,764,22,0,3,44,4,Iberia,2020-08-09 20:07:44.048846
596,91,108,345,33,1,0,13,2,Iberville,2020-08-09 20:07:44.048846
68,202,40,51,,,,,8,Jackson,2020-08-09 20:07:44.048846
4193,2424,1924,5998,245,18,2,253,1,Jefferson,2020-08-09 20:07:44.048846
243,150,133,450,,,,,5,Jefferson Davis,2020-08-09 20:07:44.048846
27,92,48,77,,,,,6,La Salle,2020-08-09 20:07:44.048846
2207,1026,840,2329,36,1,3,49,4,Lafayette,2020-08-09 20:07:44.048846
624,521,232,1258,26,0,0,70,3,Lafourche,2020-08-09 20:07:44.048846
276,221,90,137,,,,,8,Lincoln,2020-08-09 20:07:44.048846
401,401,296,1610,8,0,0,41,9,Livingston,2020-08-09 20:07:44.048846
300,65,107,99,,,,,8,Madison,2020-08-09 20:07:44.048846
261,55,60,69,,,,,8,Morehouse,2020-08-09 20:07:44.048846
294,66,98,241,,,,,7,Natchitoches,2020-08-09 20:07:44.048846
6120,981,1217,2092,419,11,0,130,1,Orleans,2020-08-09 20:07:44.048846
2070,963,631,845,58,0,1,48,8,Ouachita,2020-08-09 20:07:44.048846
5,24,46,5,,,,,,Parish Under Investigation,2020-08-09 20:07:44.048846
117,32,67,209,,,,,1,Plaquemines,2020-08-09 20:07:44.048846
330,113,81,235,14,0,0,18,2,Pointe Coupee,2020-08-09 20:07:44.048846
1306,439,432,855,60,2,0,49,6,Rapides,2020-08-09 20:07:44.048846
129,12,13,39,,,,,7,Red River,2020-08-09 20:07:44.048846
238,83,77,143,,,,,8,Richland,2020-08-09 20:07:44.048846
75,287,27,153,,,,,7,Sabine,2020-08-09 20:07:44.048846
333,114,86,516,,,,,1,St. Bernard,2020-08-09 20:07:44.048846
542,70,108,662,22,0,0,28,3,St. Charles,2020-08-09 20:07:44.048846
155,27,32,47,,,,,9,St. Helena,2020-08-09 20:07:44.048846
359,30,62,192,24,0,0,8,3,St. James,2020-08-09 20:07:44.048846
876,67,108,312,50,0,0,39,3,St. John the Baptist,2020-08-09 20:07:44.048846
940,305,241,723,25,0,0,56,4,St. Landry,2020-08-09 20:07:44.048846
579,333,81,570,15,0,1,27,4,St. Martin,2020-08-09 20:07:44.048846
607,197,244,402,28,1,0,22,3,St. Mary,2020-08-09 20:07:44.048846
829,340,356,3272,29,1,0,177,9,St. Tammany,2020-08-09 20:07:44.048846
1097,380,218,1444,23,0,0,46,9,Tangipahoa,2020-08-09 20:07:44.048846
42,4,10,10,,,,,8,Tensas,2020-08-09 20:07:44.048846
872,294,261,1327,29,4,0,47,3,Terrebonne,2020-08-09 20:07:44.048846
295,105,60,161,12,0,1,20,8,Union,2020-08-09 20:07:44.048846
373,239,190,587,,,,,4,Vermilion,2020-08-09 20:07:44.048846
100,128,203,283,,,,,6,Vernon,2020-08-09 20:07:44.048846
389,217,124,469,25,0,0,33,9,Washington,2020-08-09 20:07:44.048846
320,197,56,244,,,,,7,Webster,2020-08-09 20:07:44.048846
308,59,75,225,23,0,0,13,2,West Baton Rouge,2020-08-09 20:07:44.048846
82,46,55,73,,,,,8,West Carroll,2020-08-09 20:07:44.048846
178,41,28,96,,,,,2,West Feliciana,2020-08-09 20:07:44.048846
105,100,117,80,,,,,6,Winn,2020-08-09 20:07:44.048846
634,581,379,816,13,1,2,61,4,Acadia,2020-08-10 20:04:01.251561
255,265,275,368,5,3,0,18,5,Allen,2020-08-10 20:04:01.251561
961,290,270,1122,40,0,0,31,2,Ascension,2020-08-10 20:04:01.251561
342,22,40,165,,,,,3,Assumption,2020-08-10 20:04:01.251561
337,140,128,353,15,,,14,6,Avoyelles,2020-08-10 20:04:01.251561
100,109,234,341,,,,,5,Beauregard,2020-08-10 20:04:01.251561
146,108,30,69,14,0,0,16,7,Bienville,2020-08-10 20:04:01.251561
812,221,169,948,28,1,0,44,7,Bossier,2020-08-10 20:04:01.251561
3715,541,577,1425,192,1,1,91,7,Caddo,2020-08-10 20:04:01.251561
1992,763,977,2736,42,1,1,83,5,Calcasieu,2020-08-10 20:04:01.251561
33,53,48,67,,,,,8,Caldwell,2020-08-10 20:04:01.251561
21,30,31,114,,,,,5,Cameron,2020-08-10 20:04:01.251561
48,47,115,57,,,,,6,Catahoula,2020-08-10 20:04:01.251561
117,46,10,53,,,,,7,Claiborne,2020-08-10 20:04:01.251561
115,40,72,56,,,,,6,Concordia,2020-08-10 20:04:01.251561
391,72,41,160,,,,,7,De Soto,2020-08-10 20:04:01.251561
5121,1281,1732,3096,189,9,1,133,2,East Baton Rouge,2020-08-10 20:04:01.251561
269,80,89,69,,,,,8,East Carroll,2020-08-10 20:04:01.251561
226,108,44,131,17,0,0,18,2,East Feliciana,2020-08-10 20:04:01.251561
217,187,118,212,,,,,4,Evangeline,2020-08-10 20:04:01.251561
289,68,253,233,,,,,8,Franklin,2020-08-10 20:04:01.251561
53,63,36,124,,,,,6,Grant,2020-08-10 20:04:01.251561
853,304,309,764,22,0,3,44,4,Iberia,2020-08-10 20:04:01.251561
596,91,108,345,33,1,0,13,2,Iberville,2020-08-10 20:04:01.251561
68,202,40,51,,,,,8,Jackson,2020-08-10 20:04:01.251561
4193,2424,1924,5998,245,18,2,253,1,Jefferson,2020-08-10 20:04:01.251561
243,150,133,450,,,,,5,Jefferson Davis,2020-08-10 20:04:01.251561
27,92,48,77,,,,,6,La Salle,2020-08-10 20:04:01.251561
2207,1026,840,2329,36,1,3,49,4,Lafayette,2020-08-10 20:04:01.251561
624,521,232,1258,26,0,0,70,3,Lafourche,2020-08-10 20:04:01.251561
276,221,90,137,,,,,8,Lincoln,2020-08-10 20:04:01.251561
401,401,296,1610,8,0,0,41,9,Livingston,2020-08-10 20:04:01.251561
300,65,107,99,,,,,8,Madison,2020-08-10 20:04:01.251561
261,55,60,69,,,,,8,Morehouse,2020-08-10 20:04:01.251561
294,66,98,241,,,,,7,Natchitoches,2020-08-10 20:04:01.251561
6120,981,1217,2092,419,11,0,130,1,Orleans,2020-08-10 20:04:01.251561
2070,963,631,845,58,0,1,48,8,Ouachita,2020-08-10 20:04:01.251561
5,24,46,5,,,,,,Parish Under Investigation,2020-08-10 20:04:01.251561
117,32,67,209,,,,,1,Plaquemines,2020-08-10 20:04:01.251561
330,113,81,235,14,0,0,18,2,Pointe Coupee,2020-08-10 20:04:01.251561
1306,439,432,855,60,2,0,49,6,Rapides,2020-08-10 20:04:01.251561
129,12,13,39,,,,,7,Red River,2020-08-10 20:04:01.251561
238,83,77,143,,,,,8,Richland,2020-08-10 20:04:01.251561
75,287,27,153,,,,,7,Sabine,2020-08-10 20:04:01.251561
333,114,86,516,,,,,1,St. Bernard,2020-08-10 20:04:01.251561
542,70,108,662,22,0,0,28,3,St. Charles,2020-08-10 20:04:01.251561
155,27,32,47,,,,,9,St. Helena,2020-08-10 20:04:01.251561
359,30,62,192,24,0,0,8,3,St. James,2020-08-10 20:04:01.251561
876,67,108,312,50,0,0,39,3,St. John the Baptist,2020-08-10 20:04:01.251561
940,305,241,723,25,0,0,56,4,St. Landry,2020-08-10 20:04:01.251561
579,333,81,570,15,0,1,27,4,St. Martin,2020-08-10 20:04:01.251561
607,197,244,402,28,1,0,22,3,St. Mary,2020-08-10 20:04:01.251561
829,340,356,3272,29,1,0,177,9,St. Tammany,2020-08-10 20:04:01.251561
1097,380,218,1444,23,0,0,46,9,Tangipahoa,2020-08-10 20:04:01.251561
42,4,10,10,,,,,8,Tensas,2020-08-10 20:04:01.251561
872,294,261,1327,29,4,0,47,3,Terrebonne,2020-08-10 20:04:01.251561
295,105,60,161,12,0,1,20,8,Union,2020-08-10 20:04:01.251561
373,239,190,587,,,,,4,Vermilion,2020-08-10 20:04:01.251561
100,128,203,283,,,,,6,Vernon,2020-08-10 20:04:01.251561
389,217,124,469,25,0,0,33,9,Washington,2020-08-10 20:04:01.251561
320,197,56,244,,,,,7,Webster,2020-08-10 20:04:01.251561
308,59,75,225,23,0,0,13,2,West Baton Rouge,2020-08-10 20:04:01.251561
82,46,55,73,,,,,8,West Carroll,2020-08-10 20:04:01.251561
178,41,28,96,,,,,2,West Feliciana,2020-08-10 20:04:01.251561
105,100,117,80,,,,,6,Winn,2020-08-10 20:04:01.251561
634,581,379,816,13,1,2,61,4,Acadia,2020-08-11 20:04:10.754184
255,265,275,368,5,3,0,18,5,Allen,2020-08-11 20:04:10.754184
961,290,270,1122,40,0,0,31,2,Ascension,2020-08-11 20:04:10.754184
342,22,40,165,,,,,3,Assumption,2020-08-11 20:04:10.754184
337,140,128,353,15,,,14,6,Avoyelles,2020-08-11 20:04:10.754184
100,109,234,341,,,,,5,Beauregard,2020-08-11 20:04:10.754184
146,108,30,69,14,0,0,16,7,Bienville,2020-08-11 20:04:10.754184
812,221,169,948,28,1,0,44,7,Bossier,2020-08-11 20:04:10.754184
3715,541,577,1425,192,1,1,91,7,Caddo,2020-08-11 20:04:10.754184
1992,763,977,2736,42,1,1,83,5,Calcasieu,2020-08-11 20:04:10.754184
33,53,48,67,,,,,8,Caldwell,2020-08-11 20:04:10.754184
21,30,31,114,,,,,5,Cameron,2020-08-11 20:04:10.754184
48,47,115,57,,,,,6,Catahoula,2020-08-11 20:04:10.754184
117,46,10,53,,,,,7,Claiborne,2020-08-11 20:04:10.754184
115,40,72,56,,,,,6,Concordia,2020-08-11 20:04:10.754184
391,72,41,160,,,,,7,De Soto,2020-08-11 20:04:10.754184
5121,1281,1732,3096,189,9,1,133,2,East Baton Rouge,2020-08-11 20:04:10.754184
269,80,89,69,,,,,8,East Carroll,2020-08-11 20:04:10.754184
226,108,44,131,17,0,0,18,2,East Feliciana,2020-08-11 20:04:10.754184
217,187,118,212,,,,,4,Evangeline,2020-08-11 20:04:10.754184
289,68,253,233,,,,,8,Franklin,2020-08-11 20:04:10.754184
53,63,36,124,,,,,6,Grant,2020-08-11 20:04:10.754184
853,304,309,764,22,0,3,44,4,Iberia,2020-08-11 20:04:10.754184
596,91,108,345,33,1,0,13,2,Iberville,2020-08-11 20:04:10.754184
68,202,40,51,,,,,8,Jackson,2020-08-11 20:04:10.754184
4193,2424,1924,5998,245,18,2,253,1,Jefferson,2020-08-11 20:04:10.754184
243,150,133,450,,,,,5,Jefferson Davis,2020-08-11 20:04:10.754184
27,92,48,77,,,,,6,La Salle,2020-08-11 20:04:10.754184
2207,1026,840,2329,36,1,3,49,4,Lafayette,2020-08-11 20:04:10.754184
624,521,232,1258,26,0,0,70,3,Lafourche,2020-08-11 20:04:10.754184
276,221,90,137,,,,,8,Lincoln,2020-08-11 20:04:10.754184
401,401,296,1610,8,0,0,41,9,Livingston,2020-08-11 20:04:10.754184
300,65,107,99,,,,,8,Madison,2020-08-11 20:04:10.754184
261,55,60,69,,,,,8,Morehouse,2020-08-11 20:04:10.754184
294,66,98,241,,,,,7,Natchitoches,2020-08-11 20:04:10.754184
6120,981,1217,2092,419,11,0,130,1,Orleans,2020-08-11 20:04:10.754184
2070,963,631,845,58,0,1,48,8,Ouachita,2020-08-11 20:04:10.754184
5,24,46,5,,,,,,Parish Under Investigation,2020-08-11 20:04:10.754184
117,32,67,209,,,,,1,Plaquemines,2020-08-11 20:04:10.754184
330,113,81,235,14,0,0,18,2,Pointe Coupee,2020-08-11 20:04:10.754184
1306,439,432,855,60,2,0,49,6,Rapides,2020-08-11 20:04:10.754184
129,12,13,39,,,,,7,Red River,2020-08-11 20:04:10.754184
238,83,77,143,,,,,8,Richland,2020-08-11 20:04:10.754184
75,287,27,153,,,,,7,Sabine,2020-08-11 20:04:10.754184
333,114,86,516,,,,,1,St. Bernard,2020-08-11 20:04:10.754184
542,70,108,662,22,0,0,28,3,St. Charles,2020-08-11 20:04:10.754184
155,27,32,47,,,,,9,St. Helena,2020-08-11 20:04:10.754184
359,30,62,192,24,0,0,8,3,St. James,2020-08-11 20:04:10.754184
876,67,108,312,50,0,0,39,3,St. John the Baptist,2020-08-11 20:04:10.754184
940,305,241,723,25,0,0,56,4,St. Landry,2020-08-11 20:04:10.754184
579,333,81,570,15,0,1,27,4,St. Martin,2020-08-11 20:04:10.754184
607,197,244,402,28,1,0,22,3,St. Mary,2020-08-11 20:04:10.754184
829,340,356,3272,29,1,0,177,9,St. Tammany,2020-08-11 20:04:10.754184
1097,380,218,1444,23,0,0,46,9,Tangipahoa,2020-08-11 20:04:10.754184
42,4,10,10,,,,,8,Tensas,2020-08-11 20:04:10.754184
872,294,261,1327,29,4,0,47,3,Terrebonne,2020-08-11 20:04:10.754184
295,105,60,161,12,0,1,20,8,Union,2020-08-11 20:04:10.754184
373,239,190,587,,,,,4,Vermilion,2020-08-11 20:04:10.754184
100,128,203,283,,,,,6,Vernon,2020-08-11 20:04:10.754184
389,217,124,469,25,0,0,33,9,Washington,2020-08-11 20:04:10.754184
320,197,56,244,,,,,7,Webster,2020-08-11 20:04:10.754184
308,59,75,225,23,0,0,13,2,West Baton Rouge,2020-08-11 20:04:10.754184
82,46,55,73,,,,,8,West Carroll,2020-08-11 20:04:10.754184
178,41,28,96,,,,,2,West Feliciana,2020-08-11 20:04:10.754184
105,100,117,80,,,,,6,Winn,2020-08-11 20:04:10.754184
677,628,427,879,18,1,0,66,4,Acadia,2020-08-12 20:29:23.454004
267,293,303,418,5,3,2,20,5,Allen,2020-08-12 20:29:23.454004
1019,309,321,1260,43,0,1,34,2,Ascension,2020-08-12 20:29:23.454004
352,22,47,189,,,,,3,Assumption,2020-08-12 20:29:23.454004
369,150,164,403,17,0,0,17,6,Avoyelles,2020-08-12 20:29:23.454004
99,113,248,368,,,,,5,Beauregard,2020-08-12 20:29:23.454004
158,114,31,75,14,0,0,16,7,Bienville,2020-08-12 20:29:23.454004
853,239,233,1044,30,1,0,51,7,Bossier,2020-08-12 20:29:23.454004
3904,557,651,1522,196,2,1,97,7,Caddo,2020-08-12 20:29:23.454004
2084,780,1004,2895,47,1,3,95,5,Calcasieu,2020-08-12 20:29:23.454004
35,55,56,76,,,,,8,Caldwell,2020-08-12 20:29:23.454004
19,32,30,121,,,,,5,Cameron,2020-08-12 20:29:23.454004
47,53,121,68,,,,,6,Catahoula,2020-08-12 20:29:23.454004
157,55,15,59,,,,,7,Claiborne,2020-08-12 20:29:23.454004
131,43,88,78,,,,,6,Concordia,2020-08-12 20:29:23.454004
420,78,50,177,17,0,1,8,7,De Soto,2020-08-12 20:29:23.454004
5515,1364,1915,3398,205,8,1,145,2,East Baton Rouge,2020-08-12 20:29:23.454004
279,84,88,76,,,,,8,East Carroll,2020-08-12 20:29:23.454004
264,112,51,150,19,0,0,20,2,East Feliciana,2020-08-12 20:29:23.454004
267,219,178,244,,,,,4,Evangeline,2020-08-12 20:29:23.454004
317,71,277,276,,,,,8,Franklin,2020-08-12 20:29:23.454004
59,63,46,141,,,,,6,Grant,2020-08-12 20:29:23.454004
929,322,392,886,22,0,0,51,4,Iberia,2020-08-12 20:29:23.454004
629,104,124,372,35,1,0,14,2,Iberville,2020-08-12 20:29:23.454004
70,218,40,52,,,,,8,Jackson,2020-08-12 20:29:23.454004
4292,2572,2040,6423,248,18,0,263,1,Jefferson,2020-08-12 20:29:23.454004
252,160,143,490,10,0,0,18,5,Jefferson Davis,2020-08-12 20:29:23.454004
29,118,55,106,,,,,6,La Salle,2020-08-12 20:29:23.454004
2413,1125,1479,2571,40,1,0,54,4,Lafayette,2020-08-12 20:29:23.454004
658,594,241,1405,26,0,1,72,3,Lafourche,2020-08-12 20:29:23.454004
296,238,112,160,18,0,0,14,8,Lincoln,2020-08-12 20:29:23.454004
412,423,342,1790,9,0,0,43,9,Livingston,2020-08-12 20:29:23.454004
327,69,123,100,,,,,8,Madison,2020-08-12 20:29:23.454004
304,72,73,91,,,,,8,Morehouse,2020-08-12 20:29:23.454004
320,81,107,266,,,,,7,Natchitoches,2020-08-12 20:29:23.454004
6268,1024,1240,2222,421,10,2,130,1,Orleans,2020-08-12 20:29:23.454004
2196,1082,704,887,60,0,0,53,8,Ouachita,2020-08-12 20:29:23.454004
49,38,194,25,,,,,,Parish Under Investigation,2020-08-12 20:29:23.454004
120,36,81,222,,,,,1,Plaquemines,2020-08-12 20:29:23.454004
365,125,82,248,14,0,0,18,2,Pointe Coupee,2020-08-12 20:29:23.454004
1391,463,463,939,62,2,0,55,6,Rapides,2020-08-12 20:29:23.454004
153,16,15,58,,,,,7,Red River,2020-08-12 20:29:23.454004
266,91,90,147,,,,,8,Richland,2020-08-12 20:29:23.454004
95,315,52,198,,,,,7,Sabine,2020-08-12 20:29:23.454004
345,118,84,576,,,,,1,St. Bernard,2020-08-12 20:29:23.454004
