# Cases Race/Ethnicity: American Indian or Alaska Native (Hispanic),# Cases Race/Ethnicity: American Indian or Alaska Native (Not Hispanic),# Cases Race/Ethnicity: American Indian or Alaska Native (Unknown Ethnicity),# Cases Race/Ethnicity: Asian (Hispanic),# Cases Race/Ethnicity: Asian (Not Hispanic),# Cases Race/Ethnicity: Asian (Unknown Ethnicity),# Cases Race/Ethnicity: Black or African American (Hispanic),# Cases Race/Ethnicity: Black or African American (Not Hispanic),# Cases Race/Ethnicity: Black or African American (Unknown Ethnicity),# Cases Race/Ethnicity: Other Race (Hispanic),# Cases Race/Ethnicity: Other Race (Not Hispanic),# Cases Race/Ethnicity: Other Race (Unknown Ethnicity),# Cases Race/Ethnicity: Unknown Race (Hispanic),# Cases Race/Ethnicity: Unknown Race (Not Hispanic),# Cases Race/Ethnicity: Unknown Race (Unknown Ethnicity),# Cases Race/Ethnicity: White (Hispanic),# Cases Race/Ethnicity: White (Not Hispanic),# Cases Race/Ethnicity: White (Unknown Ethnicity),County Name,Report Date,Total Cases
0,11,19,0,1,2,2,141,28,0,4,7,0,0,16,0,39,8,KEMPER,09/9/2020,278
0,0,0,0,6,4,1,226,101,22,28,92,3,10,414,13,571,322,LAFAYETTE,09/9/2020,1813
0,1,1,0,4,1,3,274,68,47,12,146,3,12,194,18,601,138,LAMAR,09/9/2020,1523
0,5,6,0,8,0,0,792,127,6,10,59,0,3,104,6,615,148,LAUDERDALE,09/9/2020,1889
0,0,0,0,1,0,0,149,18,0,5,12,0,13,66,1,137,12,LAWRENCE,09/9/2020,414
1,60,133,0,1,0,1,279,41,70,6,24,3,1,48,11,196,36,LEAKE,09/9/2020,911
0,1,0,2,10,3,2,637,106,25,15,36,14,14,196,20,1084,217,LEE,09/9/2020,2382
0,1,8,0,2,1,1,561,355,2,7,84,1,2,55,2,109,84,LEFLORE,09/9/2020,1275
0,0,0,0,0,0,1,241,34,5,24,59,0,8,114,5,462,56,LINCOLN,09/9/2020,1009
0,1,0,0,2,1,2,520,90,7,7,33,0,4,271,3,323,62,LOWNDES,09/9/2020,1326
1,7,0,0,20,1,5,1076,213,151,43,205,5,16,256,15,884,178,MADISON,09/9/2020,3076
0,1,0,0,2,0,0,215,24,9,17,16,0,6,84,3,388,41,MARION,09/9/2020,806
0,1,0,0,1,0,0,337,95,16,14,65,1,2,253,15,156,72,MARSHALL,09/9/2020,1028
0,1,0,0,1,0,0,307,48,0,9,28,1,7,94,0,495,123,MONROE,09/9/2020,1114
0,4,17,0,0,0,0,174,25,0,2,8,0,0,19,0,148,29,MONTGOMERY,09/9/2020,426
2,270,429,1,4,0,1,205,45,4,10,33,0,0,66,3,300,99,NESHOBA,09/9/2020,1472
1,38,95,0,0,0,0,177,29,2,5,22,0,0,70,1,199,62,NEWTON,09/9/2020,701
0,0,1,0,0,0,0,282,56,1,6,31,0,1,71,0,60,24,NOXUBEE,09/9/2020,533
0,1,0,0,1,0,0,501,124,9,21,126,1,5,137,3,541,137,OKTIBBEHA,09/9/2020,1607
0,0,1,0,1,0,2,514,289,12,7,43,0,8,211,1,165,85,PANOLA,09/9/2020,1339
0,1,1,0,0,0,0,96,16,1,4,54,1,1,195,7,329,93,PEARL RIVER,09/9/2020,799
0,0,1,0,1,0,0,46,24,1,4,31,0,3,73,0,124,58,PERRY,09/9/2020,366
0,1,0,1,2,0,1,485,24,1,16,10,0,4,254,2,359,20,PIKE,09/9/2020,1180
0,0,0,0,0,1,0,115,33,91,5,47,15,8,173,28,414,205,PONTOTOC,09/9/2020,1135
0,2,2,0,0,0,0,99,11,1,6,10,1,3,125,0,385,58,PRENTISS,09/9/2020,703
0,0,0,0,0,0,1,155,73,0,6,31,0,2,58,0,19,7,QUITMAN,09/9/2020,352
0,3,1,2,14,2,5,616,108,85,41,202,2,15,391,12,1259,267,RANKIN,09/9/2020,3025
3,4,4,0,0,0,1,377,38,197,8,30,2,1,141,19,258,43,SCOTT,09/9/2020,1126
0,0,1,0,0,0,0,68,41,1,0,8,0,1,94,0,34,8,SHARKEY,09/9/2020,256
0,2,1,0,0,0,0,256,101,5,7,24,0,25,120,0,342,92,SIMPSON,09/9/2020,975
0,0,0,0,0,0,0,112,22,2,6,11,0,2,34,0,261,42,SMITH,09/9/2020,492
0,1,0,0,0,0,0,72,12,0,6,29,0,0,53,7,131,28,STONE,09/9/2020,339
0,1,5,0,3,0,2,629,203,1,26,90,0,14,131,2,144,66,SUNFLOWER,09/9/2020,1317
0,0,0,0,0,0,1,217,179,4,7,23,0,6,69,0,62,112,TALLAHATCHIE,09/9/2020,680
0,0,1,0,0,0,3,233,109,4,6,27,1,4,204,5,219,77,TATE,09/9/2020,893
0,0,0,0,0,1,1,57,10,30,5,27,4,2,141,7,234,59,TIPPAH,09/9/2020,578
0,1,0,0,0,0,0,11,1,2,10,13,5,1,57,11,444,44,TISHOMINGO,09/9/2020,600
0,1,0,0,1,0,0,174,64,0,1,7,1,1,174,0,27,8,TUNICA,09/9/2020,459
1,1,0,0,0,0,1,144,41,42,3,9,1,9,149,9,400,117,UNION,09/9/2020,927
0,0,0,0,1,0,0,214,13,1,8,9,0,6,88,2,229,8,WALTHALL,09/9/2020,579
0,3,1,0,3,2,3,565,198,4,16,81,0,5,125,0,256,80,WARREN,09/9/2020,1342
0,0,1,0,1,2,1,911,398,4,18,235,0,13,279,1,161,61,WASHINGTON,09/9/2020,2086
0,0,0,0,0,0,0,441,53,4,33,84,0,2,30,3,165,48,WAYNE,09/9/2020,863
0,0,1,0,0,0,0,66,7,1,3,9,0,0,22,1,174,31,WEBSTER,09/9/2020,315
0,2,0,0,0,0,1,136,31,0,2,11,0,1,63,0,29,8,WILKINSON,09/9/2020,284
0,0,6,0,0,0,2,220,140,2,5,9,0,1,67,0,132,126,WINSTON,09/9/2020,710
0,0,0,0,0,0,1,149,19,0,0,7,0,1,112,2,85,15,YALOBUSHA,09/9/2020,391
0,3,0,0,2,1,5,515,83,2,3,50,1,4,158,30,124,16,YAZOO,09/9/2020,997
15,475,778,11,234,65,115,28039,7096,1599,933,4543,103,410,12789,756,23326,6518,Total,09/9/2020,87805
0,1,0,0,4,0,0,394,88,4,15,23,0,3,34,61,144,61,ADAMS,09/10/2020,832
0,1,0,0,0,1,0,45,7,6,6,23,0,18,223,2,297,67,ALCORN,09/10/2020,696
0,0,0,0,1,0,0,75,20,0,2,7,0,2,55,2,100,22,AMITE,09/10/2020,286
0,2,2,0,0,0,0,252,60,5,6,12,0,1,56,1,174,40,ATTALA,09/10/2020,611
0,0,0,0,0,0,0,56,15,7,1,23,0,2,54,2,24,23,BENTON,09/10/2020,207
0,2,5,0,3,0,3,667,340,4,20,47,0,19,292,3,198,75,BOLIVAR,09/10/2020,1678
0,1,0,1,0,0,0,140,11,28,3,15,0,4,97,21,156,20,CALHOUN,09/10/2020,497
0,0,5,0,0,0,1,88,20,0,1,9,0,0,18,3,101,52,CARROLL,09/10/2020,298
1,0,0,0,0,0,6,265,54,8,7,27,1,2,56,9,156,21,CHICKASAW,09/10/2020,613
0,0,0,0,0,0,0,46,15,0,1,5,0,0,27,0,55,17,CHOCTAW,09/10/2020,166
0,0,0,0,1,0,1,206,93,0,1,24,0,0,85,0,21,11,CLAIBORNE,09/10/2020,443
0,0,0,0,1,0,0,180,17,3,8,17,0,1,26,0,191,52,CLARKE,09/10/2020,496
0,0,0,0,0,0,0,299,46,1,7,18,0,0,26,1,106,13,CLAY,09/10/2020,517
0,0,0,0,0,1,0,353,167,3,11,107,1,8,246,9,113,44,COAHOMA,09/10/2020,1063
0,2,1,0,1,0,3,553,116,47,20,106,1,4,98,5,144,34,COPIAH,09/10/2020,1135
0,0,0,0,0,0,1,217,53,9,3,30,1,6,75,5,280,64,COVINGTON,09/10/2020,744
0,6,0,3,21,6,9,1071,248,135,68,157,15,20,1813,113,1033,302,DESOTO,09/10/2020,5020
0,0,1,0,8,2,3,602,159,108,23,166,3,6,293,20,665,189,FORREST,09/10/2020,2248
0,0,1,0,0,0,0,73,17,0,1,6,0,2,12,1,57,12,FRANKLIN,09/10/2020,182
0,0,0,0,6,1,0,64,96,2,6,33,1,1,75,10,243,179,GEORGE,09/10/2020,717
0,0,0,0,1,0,0,46,17,0,3,35,0,1,34,0,125,56,GREENE,09/10/2020,318
0,0,18,0,0,0,2,522,47,0,12,24,0,3,53,0,250,57,GRENADA,09/10/2020,988
0,0,0,0,1,0,0,54,8,2,13,38,0,0,59,11,281,62,HANCOCK,09/10/2020,529
4,3,2,1,33,14,5,759,150,42,44,160,1,18,511,101,1245,470,HARRISON,09/10/2020,3563
1,5,3,0,21,7,21,3646,753,79,52,599,5,18,582,24,781,138,HINDS,09/10/2020,6735
0,1,1,0,1,0,0,723,158,2,17,36,0,1,63,0,60,7,HOLMES,09/10/2020,1070
0,0,0,0,1,0,1,176,87,0,1,32,0,1,28,1,16,8,HUMPHREYS,09/10/2020,352
0,0,0,0,0,0,1,49,15,0,0,3,0,2,9,0,14,5,ISSAQUENA,09/10/2020,98
0,0,0,0,0,1,1,24,3,3,2,18,0,2,62,2,424,120,ITAWAMBA,09/10/2020,662
0,5,0,0,30,9,3,407,78,48,24,216,5,9,1253,46,733,378,JACKSON,09/10/2020,3244
0,1,1,0,1,0,0,263,33,0,10,29,0,2,54,0,102,15,JASPER,09/10/2020,511
0,0,0,0,1,0,1,155,35,0,4,7,0,0,21,0,5,1,JEFFERSON,09/10/2020,230
0,2,0,0,0,0,1,161,32,1,6,3,0,1,12,1,77,14,JEFFERSON DAVIS,09/10/2020,311
0,14,2,0,5,1,1,663,84,182,29,183,3,5,111,36,756,178,JONES,09/10/2020,2253
0,11,19,0,1,2,2,141,28,0,4,7,0,0,16,0,39,8,KEMPER,09/10/2020,278
0,0,0,0,7,4,1,229,99,21,27,90,3,10,416,15,602,323,LAFAYETTE,09/10/2020,1847
0,1,1,0,4,1,3,275,68,47,13,146,3,12,195,18,602,138,LAMAR,09/10/2020,1527
0,5,6,0,8,0,0,794,126,6,11,59,0,3,104,6,618,148,LAUDERDALE,09/10/2020,1894
0,0,0,0,1,0,0,150,18,0,5,12,0,13,66,1,139,12,LAWRENCE,09/10/2020,417
1,60,133,0,1,0,1,280,41,70,6,24,3,1,47,11,198,36,LEAKE,09/10/2020,913
0,1,0,2,10,3,2,643,107,25,15,37,15,14,197,20,1093,231,LEE,09/10/2020,2415
0,1,8,0,2,1,1,569,365,2,7,84,1,2,54,2,110,83,LEFLORE,09/10/2020,1292
0,0,0,0,0,0,1,241,35,5,24,59,0,8,116,5,464,56,LINCOLN,09/10/2020,1014
0,1,0,0,2,1,2,528,91,8,7,33,0,4,268,3,324,62,LOWNDES,09/10/2020,1334
1,7,0,0,20,1,5,1079,215,151,44,202,5,16,252,15,898,184,MADISON,09/10/2020,3095
0,1,0,0,2,0,0,217,22,9,17,16,0,6,85,3,390,41,MARION,09/10/2020,809
0,1,0,0,1,0,0,339,96,16,15,65,1,2,255,15,156,72,MARSHALL,09/10/2020,1034
0,1,0,0,1,0,0,310,48,0,9,28,1,7,95,0,501,123,MONROE,09/10/2020,1124
0,4,17,0,0,0,0,175,26,0,2,8,0,0,19,0,148,30,MONTGOMERY,09/10/2020,429
2,271,429,1,4,0,1,205,46,4,10,33,0,0,65,3,306,100,NESHOBA,09/10/2020,1480
1,38,95,0,0,0,0,179,30,2,5,22,0,0,74,1,203,60,NEWTON,09/10/2020,710
0,0,1,0,0,0,0,283,56,1,6,31,0,1,71,0,60,24,NOXUBEE,09/10/2020,534
0,1,0,0,1,0,0,501,124,9,21,126,1,5,133,3,562,141,OKTIBBEHA,09/10/2020,1628
0,0,1,0,1,0,2,517,291,12,7,43,0,8,209,1,166,86,PANOLA,09/10/2020,1344
0,1,1,0,0,0,0,96,18,1,5,54,1,1,191,8,329,95,PEARL RIVER,09/10/2020,801
0,0,1,0,1,0,0,46,24,1,4,31,0,3,71,0,126,57,PERRY,09/10/2020,365
0,1,0,1,2,0,1,484,24,1,17,10,0,4,253,2,361,20,PIKE,09/10/2020,1181
0,0,0,0,0,1,0,117,35,92,5,46,15,8,174,28,414,207,PONTOTOC,09/10/2020,1142
0,2,2,0,0,0,0,99,11,1,6,8,1,3,126,0,394,60,PRENTISS,09/10/2020,713
0,0,0,0,0,0,1,156,72,0,6,31,0,2,58,0,19,7,QUITMAN,09/10/2020,352
0,3,1,2,14,3,5,618,111,87,41,202,2,15,386,12,1263,270,RANKIN,09/10/2020,3035
3,4,4,0,0,0,1,377,40,197,8,30,2,1,141,19,259,44,SCOTT,09/10/2020,1130
0,0,1,0,0,0,0,68,41,1,0,8,0,1,93,0,35,8,SHARKEY,09/10/2020,256
0,2,1,0,0,0,0,257,102,5,7,25,0,25,119,0,343,93,SIMPSON,09/10/2020,979
0,0,0,0,0,0,0,112,22,2,6,11,0,2,36,0,263,42,SMITH,09/10/2020,496
0,1,0,0,0,0,0,71,13,0,7,29,0,0,51,7,132,28,STONE,09/10/2020,339
0,1,5,0,3,0,2,634,209,1,26,90,0,14,129,2,143,67,SUNFLOWER,09/10/2020,1326
0,0,0,0,0,0,1,227,181,4,7,23,0,5,69,0,69,111,TALLAHATCHIE,09/10/2020,697
0,0,1,0,0,0,3,233,111,5,7,27,1,4,206,5,222,77,TATE,09/10/2020,902
0,0,0,0,1,1,1,59,10,30,5,29,4,2,143,7,235,59,TIPPAH,09/10/2020,586
0,1,0,0,0,0,0,11,1,2,10,13,5,1,59,11,448,45,TISHOMINGO,09/10/2020,607
0,1,0,0,1,0,0,174,65,0,1,7,1,1,173,0,28,9,TUNICA,09/10/2020,461
1,1,0,0,0,0,1,145,43,44,3,9,1,10,148,10,404,118,UNION,09/10/2020,938
0,0,0,0,1,0,0,214,13,1,8,9,0,6,87,2,230,8,WALTHALL,09/10/2020,579
0,3,1,0,3,2,3,566,198,4,16,81,0,5,125,0,256,84,WARREN,09/10/2020,1347
0,0,1,0,1,2,1,933,383,4,18,230,0,13,279,1,165,59,WASHINGTON,09/10/2020,2090
0,0,0,0,0,0,0,441,53,4,33,84,0,2,30,3,165,48,WAYNE,09/10/2020,863
0,0,1,0,0,0,0,66,7,1,3,9,0,0,22,1,174,33,WEBSTER,09/10/2020,317
0,2,0,0,0,0,1,138,31,0,2,11,0,1,64,0,29,8,WILKINSON,09/10/2020,287
0,0,6,0,0,0,2,220,140,2,5,9,0,1,66,0,133,126,WINSTON,09/10/2020,710
0,0,0,0,0,0,1,150,19,0,1,7,0,1,111,2,87,14,YALOBUSHA,09/10/2020,393
0,3,0,0,2,1,5,516,85,2,3,50,1,4,157,30,124,16,YAZOO,09/10/2020,999
15,476,778,11,236,66,114,28177,7136,1609,942,4536,104,409,12817,762,23556,6578,Total,09/10/2020,88322
0,1,0,0,4,0,0,407,83,4,16,22,0,3,42,63,147,61,ADAMS,09/11/2020,853
0,1,0,0,0,1,0,45,7,6,6,23,0,18,221,2,309,69,ALCORN,09/11/2020,708
0,0,0,0,1,0,0,75,19,0,2,7,0,2,57,2,101,23,AMITE,09/11/2020,289
0,2,2,0,0,0,0,253,59,5,6,12,0,1,56,1,176,40,ATTALA,09/11/2020,613
0,0,0,0,0,0,0,55,16,7,1,23,0,2,53,2,24,23,BENTON,09/11/2020,206
0,2,5,0,3,0,3,681,339,4,20,48,0,17,293,3,207,76,BOLIVAR,09/11/2020,1701
0,1,0,1,0,0,0,141,11,28,3,15,0,4,95,21,158,21,CALHOUN,09/11/2020,499
0,0,5,0,0,0,1,88,21,0,1,9,0,0,19,3,103,52,CARROLL,09/11/2020,302
1,0,0,0,0,0,6,268,53,8,7,27,1,2,57,9,158,21,CHICKASAW,09/11/2020,618
0,0,0,0,0,0,0,46,16,0,1,5,0,0,27,0,56,17,CHOCTAW,09/11/2020,168
0,0,0,0,1,0,1,209,92,0,1,24,0,0,85,0,21,12,CLAIBORNE,09/11/2020,446
0,0,0,0,1,0,0,183,17,3,8,17,0,1,27,0,194,51,CLARKE,09/11/2020,502
0,0,0,0,0,0,0,301,47,1,8,18,0,0,26,1,109,14,CLAY,09/11/2020,525
0,0,0,0,0,1,0,363,167,3,11,107,1,8,238,9,114,45,COAHOMA,09/11/2020,1067
0,2,1,0,1,0,3,554,117,47,20,106,1,4,95,5,147,33,COPIAH,09/11/2020,1136
0,0,0,0,0,0,1,223,54,9,3,30,1,6,77,5,291,69,COVINGTON,09/11/2020,769
0,6,0,3,21,6,9,1096,251,135,68,158,17,19,1834,114,1058,296,DESOTO,09/11/2020,5091
0,0,1,0,8,2,3,608,159,109,23,166,4,6,300,20,672,188,FORREST,09/11/2020,2269
0,0,1,0,0,0,0,74,17,0,1,6,0,2,11,1,57,11,FRANKLIN,09/11/2020,181
0,0,0,0,7,1,0,64,96,2,6,32,1,1,74,10,247,179,GEORGE,09/11/2020,720
0,0,0,0,1,0,0,46,17,0,3,35,0,1,34,0,127,58,GREENE,09/11/2020,322
0,0,18,0,0,0,2,521,49,0,12,25,0,3,54,0,257,58,GRENADA,09/11/2020,999
0,0,0,0,1,0,0,55,8,2,13,38,0,0,62,11,286,62,HANCOCK,09/11/2020,538
4,3,2,1,33,15,5,759,153,42,46,158,2,18,518,101,1251,475,HARRISON,09/11/2020,3586
1,5,3,0,21,7,21,3670,769,79,55,590,5,18,578,24,793,142,HINDS,09/11/2020,6781
0,1,1,0,1,0,0,732,160,2,17,35,0,1,55,0,61,7,HOLMES,09/11/2020,1073
0,0,0,0,1,0,1,178,89,0,1,32,0,2,29,1,16,8,HUMPHREYS,09/11/2020,358
0,0,0,0,0,0,1,49,15,0,0,3,0,2,10,0,14,4,ISSAQUENA,09/11/2020,98
0,0,0,0,0,1,1,25,3,3,2,18,0,2,62,2,416,134,ITAWAMBA,09/11/2020,669
0,5,0,0,30,9,3,409,79,48,24,216,5,11,1263,46,734,388,JACKSON,09/11/2020,3270
0,1,1,0,1,0,0,268,33,0,9,29,0,2,53,0,107,15,JASPER,09/11/2020,519
0,0,0,0,1,0,1,157,34,0,4,7,0,0,21,0,5,1,JEFFERSON,09/11/2020,231
0,2,0,0,0,0,1,162,31,1,6,3,0,1,12,1,78,14,JEFFERSON DAVIS,09/11/2020,312
0,14,2,0,5,1,1,669,84,183,29,184,3,5,112,36,771,177,JONES,09/11/2020,2276
0,11,19,0,1,2,2,144,28,0,4,7,0,0,15,0,39,8,KEMPER,09/11/2020,280
0,0,0,0,7,4,1,235,100,22,29,89,3,12,427,15,622,330,LAFAYETTE,09/11/2020,1896
0,1,1,0,4,1,3,274,68,48,13,146,3,11,198,18,605,139,LAMAR,09/11/2020,1533
0,5,6,0,8,0,0,802,128,6,12,60,0,2,111,6,629,156,LAUDERDALE,09/11/2020,1931
0,0,0,0,1,0,0,151,19,0,5,12,0,13,66,1,139,13,LAWRENCE,09/11/2020,420
1,61,133,0,1,0,1,280,41,71,6,24,3,1,47,11,205,36,LEAKE,09/11/2020,922
0,1,0,2,10,3,2,645,109,25,16,38,15,14,197,20,1102,233,LEE,09/11/2020,2432
0,1,8,0,2,1,1,573,373,2,7,83,1,2,54,2,111,89,LEFLORE,09/11/2020,1310
0,0,0,0,0,0,1,241,35,5,24,59,0,9,110,5,472,56,LINCOLN,09/11/2020,1017
0,1,0,0,2,1,2,534,90,10,7,33,0,3,271,3,330,64,LOWNDES,09/11/2020,1351
1,7,0,0,20,1,5,1084,221,152,44,204,5,16,253,15,903,184,MADISON,09/11/2020,3115
0,1,0,0,2,0,0,217,23,9,17,16,0,6,85,3,399,41,MARION,09/11/2020,819
0,1,0,0,1,0,0,348,95,16,14,64,1,3,256,15,153,83,MARSHALL,09/11/2020,1050
0,1,0,0,1,0,0,312,48,0,10,28,1,7,94,0,508,124,MONROE,09/11/2020,1134
0,4,17,0,0,0,0,177,26,0,3,7,0,0,17,0,152,32,MONTGOMERY,09/11/2020,435
2,271,429,1,4,0,1,210,45,4,11,33,0,0,69,3,309,101,NESHOBA,09/11/2020,1493
1,40,95,0,0,0,0,180,30,2,5,22,0,0,75,1,210,62,NEWTON,09/11/2020,723
0,0,1,0,0,0,0,283,57,1,6,31,0,1,70,0,61,24,NOXUBEE,09/11/2020,535
0,1,0,0,1,0,0,507,126,9,21,126,1,5,142,3,573,143,OKTIBBEHA,09/11/2020,1658
0,0,1,0,1,0,2,526,291,12,8,43,0,6,207,1,174,86,PANOLA,09/11/2020,1358
0,1,1,0,0,0,0,99,18,1,5,54,1,1,196,8,333,100,PEARL RIVER,09/11/2020,818
0,0,1,0,1,0,0,47,23,1,4,31,0,3,71,0,132,56,PERRY,09/11/2020,370
0,1,0,1,2,0,1,489,23,1,17,10,0,4,250,2,362,20,PIKE,09/11/2020,1183
1,0,0,0,0,1,0,117,35,93,5,46,15,8,175,28,415,211,PONTOTOC,09/11/2020,1150
0,2,2,0,0,0,0,100,10,1,6,8,1,3,128,0,400,62,PRENTISS,09/11/2020,723
0,0,0,0,0,0,1,156,72,0,6,31,0,2,60,0,19,7,QUITMAN,09/11/2020,354
0,3,1,2,14,3,5,624,110,87,42,201,2,15,389,13,1271,271,RANKIN,09/11/2020,3053
3,4,4,0,0,0,1,377,40,197,8,30,2,1,144,19,260,44,SCOTT,09/11/2020,1134
0,0,1,0,0,0,0,68,42,1,0,8,0,1,93,0,35,8,SHARKEY,09/11/2020,257
0,2,1,0,0,0,0,259,103,5,7,25,0,25,127,0,347,92,SIMPSON,09/11/2020,993
0,0,0,0,0,0,0,114,22,2,6,12,0,2,38,0,264,42,SMITH,09/11/2020,502
0,1,0,0,0,0,0,70,14,0,7,30,0,0,51,7,133,28,STONE,09/11/2020,341
0,1,5,0,3,0,2,640,211,1,27,91,0,13,129,2,145,67,SUNFLOWER,09/11/2020,1337
0,0,0,0,0,0,1,232,179,4,7,23,0,5,69,0,70,109,TALLAHATCHIE,09/11/2020,699
0,0,1,0,0,0,3,238,110,5,8,27,1,4,205,5,224,78,TATE,09/11/2020,909
0,0,0,0,1,1,1,63,10,30,5,29,4,2,146,7,242,59,TIPPAH,09/11/2020,600
0,1,0,0,0,0,0,11,1,2,10,13,5,2,60,11,455,46,TISHOMINGO,09/11/2020,617
0,1,0,0,1,0,0,178,63,0,1,8,2,1,171,0,28,9,TUNICA,09/11/2020,463
1,1,0,0,0,0,1,145,43,44,3,9,1,10,147,10,410,118,UNION,09/11/2020,943
0,0,0,0,1,0,0,217,13,1,8,9,0,6,84,2,230,8,WALTHALL,09/11/2020,579
0,3,1,0,3,2,3,568,202,4,16,81,0,5,119,0,256,85,WARREN,09/11/2020,1348
0,0,2,0,1,1,1,955,375,3,18,229,0,13,279,2,166,59,WASHINGTON,09/11/2020,2104
0,0,0,0,0,0,0,440,54,4,33,84,0,2,29,3,166,48,WAYNE,09/11/2020,863
0,0,1,0,0,0,0,67,7,1,3,9,0,0,21,1,176,34,WEBSTER,09/11/2020,320
0,2,0,0,0,0,1,145,34,0,4,9,0,1,54,0,30,8,WILKINSON,09/11/2020,288
0,0,6,0,0,0,2,220,140,2,5,9,0,1,66,0,134,127,WINSTON,09/11/2020,712
0,0,0,0,0,0,1,151,20,0,2,7,0,1,114,2,88,14,YALOBUSHA,09/11/2020,400
0,3,0,0,2,1,4,527,86,2,2,50,1,4,147,33,129,17,YAZOO,09/11/2020,1008
16,479,779,11,237,66,113,28474,7178,1617,960,4526,109,408,12876,770,23881,6675,Total,09/11/2020,89175
0,1,0,0,4,0,0,407,83,4,16,22,0,3,44,65,149,61,ADAMS,09/12/2020,859
0,1,0,0,0,1,0,46,7,7,6,23,0,18,226,3,318,69,ALCORN,09/12/2020,725
0,0,0,0,1,0,0,75,20,0,2,7,0,2,57,2,102,23,AMITE,09/12/2020,291
0,2,2,0,0,0,0,253,62,5,6,12,0,1,57,1,176,42,ATTALA,09/12/2020,619
0,0,0,0,0,0,0,55,16,7,1,23,0,2,52,2,24,23,BENTON,09/12/2020,205
0,2,5,0,3,0,3,686,338,5,20,48,0,17,292,3,208,76,BOLIVAR,09/12/2020,1706
0,1,0,1,0,0,0,141,11,28,3,15,0,4,94,21,159,22,CALHOUN,09/12/2020,500
0,0,5,0,0,0,1,88,22,0,1,9,0,0,19,3,103,52,CARROLL,09/12/2020,303
1,0,0,0,0,0,6,269,52,8,7,27,1,2,58,9,158,21,CHICKASAW,09/12/2020,619
0,0,0,0,0,0,0,46,17,0,1,5,0,0,28,0,57,19,CHOCTAW,09/12/2020,173
0,0,0,0,1,0,1,209,92,0,1,24,0,0,85,0,21,12,CLAIBORNE,09/12/2020,446
0,0,0,0,1,0,0,183,17,3,8,18,0,1,28,0,197,51,CLARKE,09/12/2020,507
0,0,0,0,0,0,0,304,45,1,8,18,0,0,26,1,115,15,CLAY,09/12/2020,533
0,0,0,0,0,1,0,366,167,3,11,106,1,8,238,9,114,46,COAHOMA,09/12/2020,1070
0,2,1,0,1,0,3,554,117,47,20,106,1,4,95,5,146,34,COPIAH,09/12/2020,1136
0,0,0,0,0,0,1,223,55,9,3,30,1,6,76,5,295,70,COVINGTON,09/12/2020,774
0,6,0,3,21,6,9,1107,253,137,70,158,17,19,1842,116,1069,296,DESOTO,09/12/2020,5129
0,0,1,0,8,2,3,608,159,109,23,166,4,6,300,20,674,189,FORREST,09/12/2020,2272
0,0,1,0,0,0,0,74,17,0,1,6,0,2,11,1,57,12,FRANKLIN,09/12/2020,182
0,0,0,0,7,1,0,64,96,2,6,34,1,1,74,10,245,185,GEORGE,09/12/2020,726
0,0,0,0,1,0,0,46,18,0,3,35,0,1,35,0,127,59,GREENE,09/12/2020,325
0,0,18,0,0,0,2,524,49,0,12,25,0,3,57,0,259,58,GRENADA,09/12/2020,1007
0,0,0,0,1,0,0,56,8,2,13,37,0,0,61,11,286,62,HANCOCK,09/12/2020,537
4,3,2,1,36,15,5,762,154,43,46,157,2,18,511,101,1266,481,HARRISON,09/12/2020,3607
1,5,3,0,21,7,21,3679,772,79,56,590,5,18,578,24,797,148,HINDS,09/12/2020,6804
0,1,1,0,1,0,0,732,161,2,17,35,0,1,55,0,61,7,HOLMES,09/12/2020,1074
0,0,0,0,1,0,1,179,90,0,1,32,0,2,29,1,16,8,HUMPHREYS,09/12/2020,360
0,0,0,0,0,0,1,49,15,0,0,3,0,2,10,0,14,4,ISSAQUENA,09/12/2020,98
0,0,0,0,0,1,1,25,3,3,2,18,0,2,62,2,420,137,ITAWAMBA,09/12/2020,676
0,5,0,0,30,9,3,414,80,48,24,211,5,12,1262,47,744,391,JACKSON,09/12/2020,3285
0,1,1,0,1,0,0,269,33,0,9,29,0,2,52,0,110,15,JASPER,09/12/2020,522
0,0,0,0,1,0,1,157,34,0,4,7,0,0,21,0,5,1,JEFFERSON,09/12/2020,231
0,2,0,0,0,0,1,163,31,1,6,3,0,1,12,1,78,14,JEFFERSON DAVIS,09/12/2020,313
0,14,2,0,5,1,1,673,84,183,30,185,3,5,115,36,774,177,JONES,09/12/2020,2288
0,11,19,0,1,2,2,145,28,0,4,7,0,0,14,0,39,8,KEMPER,09/12/2020,280
0,0,0,0,7,3,1,236,102,21,29,88,3,13,425,16,640,337,LAFAYETTE,09/12/2020,1921
0,1,1,0,4,1,3,274,68,49,12,146,3,11,199,18,606,139,LAMAR,09/12/2020,1535
0,5,6,0,8,0,0,807,126,6,12,59,0,2,110,7,639,157,LAUDERDALE,09/12/2020,1944
0,0,0,0,1,0,0,151,19,0,5,12,0,13,65,1,140,13,LAWRENCE,09/12/2020,420
1,61,133,0,1,0,1,282,41,71,6,24,3,1,47,11,208,34,LEAKE,09/12/2020,925
0,1,0,2,10,3,2,645,110,25,19,38,15,14,194,21,1112,233,LEE,09/12/2020,2444
0,1,9,0,2,1,1,574,379,2,7,83,1,2,54,2,112,90,LEFLORE,09/12/2020,1320
